account_id,customer_code,product_type,open_date,maturity_date,term_months,interest_rate,status,channel_opened,currency,current_balance
ACC_Z_000176_01,Z_000176,term_saving,2024-07-22,2024-10-20,3,0.08876,active,atm,VND,675962878
ACC_Z_000176_02,Z_000176,term_saving,2023-03-19,2023-06-17,3,0.09683,active,mobile/internet,VND,-223621432
ACC_Y_000100_01,Y_000100,demand_saving,2024-01-29,,0,0.05673,active,mobile/internet,USD,3757481050
ACC_Y_000100_02,Y_000100,term_saving,2023-07-18,2024-01-14,6,0.03678,active,branch,VND,-1674407971
ACC_Y_000066_01,Y_000066,demand_saving,2024-02-26,,0,0.05626,active,atm,VND,3594171283
ACC_Y_000066_02,Y_000066,demand_saving,2024-06-12,,0,0.03717,active,atm,EUR,3027569672
ACC_Z_000449_01,Z_000449,demand_saving,2024-04-21,,0,0.05016,active,atm,VND,672432433
ACC_Y_000047_01,Y_000047,term_saving,2024-02-13,2024-05-13,3,0.06424,active,branch,VND,-480276720
ACC_Y_000271_01,Y_000271,term_saving,2024-04-19,2024-10-16,6,0.06015,closed,branch,VND,1329803177
ACC_Y_000271_02,Y_000271,demand_saving,2023-09-24,,0,0.03071,active,mobile/internet,VND,3273495601
ACC_Y_000271_03,Y_000271,demand_saving,2023-07-25,,0,0.06601,active,branch,VND,3162277690
ACC_Y_000213_01,Y_000213,demand_saving,2023-10-25,,0,0.05674,active,atm,EUR,2473835583
ACC_Y_000213_02,Y_000213,term_saving,2024-08-06,2024-11-04,3,0.03686,closed,branch,VND,1898841478
ACC_X_000096_01,X_000096,demand_saving,2024-08-30,,0,0.04744,active,atm,USD,-2960832541
ACC_X_000096_02,X_000096,term_saving,2024-06-17,2025-06-12,12,0.0358,active,branch,VND,13609686429
ACC_X_000096_03,X_000096,term_saving,2023-10-23,2025-10-12,24,0.05599,active,branch,VND,16536032256
ACC_X_000096_04,X_000096,demand_saving,2024-08-23,,0,0.06536,active,atm,USD,-4480419369
ACC_X_000096_05,X_000096,term_saving,2024-01-26,2027-01-10,36,0.0481,active,mobile/internet,USD,15011830383
ACC_X_000090_01,X_000090,term_saving,2024-04-23,2025-04-18,12,0.03133,active,atm,VND,15931945132
ACC_X_000090_02,X_000090,term_saving,2023-03-11,2023-12-06,9,0.05687,active,branch,VND,-7350029465
ACC_Z_000303_01,Z_000303,demand_saving,2023-03-06,,0,0.06831,active,mobile/internet,VND,600830952
ACC_Z_000303_02,Z_000303,demand_saving,2023-03-14,,0,0.0531,active,mobile/internet,VND,430225012
ACC_Y_000168_01,Y_000168,demand_saving,2024-12-06,,0,0.05963,closed,atm,VND,5805503182
ACC_Y_000168_02,Y_000168,demand_saving,2023-01-05,,0,0.04731,active,mobile/internet,VND,1792327152
ACC_Y_000168_03,Y_000168,term_saving,2024-01-14,2024-04-13,3,0.03449,active,atm,VND,-1396355474
ACC_Z_000350_01,Z_000350,demand_saving,2024-11-16,,0,0.09288,active,branch,VND,815032910
ACC_Y_000085_01,Y_000085,term_saving,2024-03-14,2025-03-09,12,0.06249,active,atm,VND,4090102799
ACC_Z_000168_01,Z_000168,demand_saving,2024-05-04,,0,0.07767,active,atm,USD,617119948
ACC_Z_000215_01,Z_000215,demand_saving,2024-03-12,,0,0.09933,active,atm,USD,652735973
ACC_X_000006_01,X_000006,term_saving,2023-12-09,2025-11-28,24,0.06932,active,branch,VND,16652743909
ACC_X_000006_02,X_000006,term_saving,2024-11-06,2027-10-22,36,0.03586,closed,atm,VND,17014412486
ACC_Z_000231_01,Z_000231,demand_saving,2023-10-12,,0,0.08957,closed,atm,VND,707459498
ACC_Z_000231_02,Z_000231,demand_saving,2023-03-03,,0,0.08853,active,branch,VND,473856946
ACC_Z_000049_01,Z_000049,demand_saving,2023-07-27,,0,0.07996,active,mobile/internet,EUR,735040620
ACC_Z_000049_02,Z_000049,demand_saving,2023-03-10,,0,0.06887,active,atm,VND,404176605
ACC_X_000082_01,X_000082,demand_saving,2024-05-07,,0,0.03039,active,branch,VND,-4455691882
ACC_X_000082_02,X_000082,term_saving,2024-01-29,2024-07-27,6,0.0524,closed,branch,VND,-6740650486
ACC_X_000082_03,X_000082,demand_saving,2024-03-23,,0,0.04259,active,atm,VND,-2187951946
ACC_X_000082_04,X_000082,term_saving,2024-02-14,2024-08-12,6,0.06591,active,branch,VND,-3935714040
ACC_X_000082_05,X_000082,demand_saving,2024-01-20,,0,0.04229,active,branch,VND,-3896642822
ACC_Y_000064_01,Y_000064,term_saving,2023-10-10,2023-11-09,1,0.04787,closed,atm,VND,-1677409554
ACC_Y_000064_02,Y_000064,term_saving,2023-06-28,2023-12-25,6,0.04636,active,mobile/internet,VND,-1665485182
ACC_Y_000064_03,Y_000064,term_saving,2023-05-11,2023-08-09,3,0.0635,closed,atm,USD,-1639817021
ACC_Z_000142_01,Z_000142,demand_saving,2024-03-01,,0,0.08501,active,atm,VND,663663998
ACC_X_000062_01,X_000062,term_saving,2024-08-18,2025-08-13,12,0.03506,active,atm,VND,16033969282
ACC_X_000062_02,X_000062,term_saving,2023-08-10,2024-02-06,6,0.03052,active,atm,VND,-5998688828
ACC_X_000062_03,X_000062,term_saving,2024-09-24,2024-12-23,3,0.03438,active,atm,VND,-3600314129
ACC_Z_000112_01,Z_000112,demand_saving,2024-12-15,,0,0.08853,active,branch,VND,648399749
ACC_X_000058_01,X_000058,term_saving,2024-01-03,2024-12-28,12,0.044,active,branch,VND,-4729828032
ACC_X_000058_02,X_000058,term_saving,2024-04-21,2025-01-16,9,0.04506,active,atm,VND,6046882203
ACC_X_000058_03,X_000058,term_saving,2024-05-14,2025-05-09,12,0.03843,active,mobile/internet,VND,13113188083
ACC_Z_000188_01,Z_000188,term_saving,2024-02-14,2024-03-15,1,0.09273,closed,atm,VND,469718094
ACC_X_000057_01,X_000057,term_saving,2023-06-21,2023-09-19,3,0.03632,suspend,atm,VND,-9048482432
ACC_X_000057_02,X_000057,term_saving,2023-01-31,2023-10-28,9,0.05406,active,mobile/internet,VND,-9086652589
ACC_X_000057_03,X_000057,term_saving,2023-01-02,2023-07-01,6,0.03832,active,atm,VND,-7950910276
ACC_Z_000104_01,Z_000104,demand_saving,2023-01-01,,0,0.07065,active,atm,VND,492528729
ACC_Z_000104_02,Z_000104,demand_saving,2024-04-01,,0,0.09451,active,atm,VND,724697782
ACC_Y_000176_01,Y_000176,term_saving,2024-08-13,2024-09-12,1,0.06606,active,atm,EUR,2016562027
ACC_Y_000176_02,Y_000176,term_saving,2024-01-24,2024-07-22,6,0.06383,active,atm,USD,-408591242
ACC_X_000009_01,X_000009,term_saving,2023-12-06,2026-11-20,36,0.04972,active,mobile/internet,VND,15681487520
ACC_X_000009_02,X_000009,demand_saving,2023-11-18,,0,0.05082,active,mobile/internet,USD,-4448931581
ACC_X_000009_03,X_000009,term_saving,2023-08-10,2024-08-04,12,0.04117,closed,atm,VND,-6946821511
ACC_X_000009_04,X_000009,demand_saving,2024-10-05,,0,0.03834,active,mobile/internet,VND,-2311862181
ACC_Z_000285_01,Z_000285,demand_saving,2023-08-23,,0,0.09528,active,atm,VND,519260515
ACC_Z_000035_01,Z_000035,demand_saving,2024-07-05,,0,0.07213,active,atm,VND,790509399
ACC_Z_000035_02,Z_000035,demand_saving,2024-03-14,,0,0.05578,closed,atm,VND,767024479
ACC_Z_000239_01,Z_000239,demand_saving,2023-04-10,,0,0.08463,active,branch,VND,600823580
ACC_Z_000239_02,Z_000239,demand_saving,2024-06-09,,0,0.09223,active,branch,VND,752747765
ACC_Z_000041_01,Z_000041,demand_saving,2024-11-04,,0,0.08498,active,mobile/internet,VND,682890636
ACC_Z_000041_02,Z_000041,demand_saving,2024-02-06,,0,0.07615,active,atm,VND,772558573
ACC_Z_000286_01,Z_000286,demand_saving,2023-03-01,,0,0.07948,active,atm,VND,582072026
ACC_Z_000286_02,Z_000286,term_saving,2024-03-24,2024-04-23,1,0.09963,closed,branch,VND,646437746
ACC_Y_000091_01,Y_000091,demand_saving,2024-02-23,,0,0.04086,closed,mobile/internet,VND,3357939301
ACC_Y_000091_02,Y_000091,demand_saving,2024-05-22,,0,0.04908,active,branch,VND,3177751613
ACC_Y_000091_03,Y_000091,term_saving,2024-10-21,2025-01-19,3,0.03708,suspend,mobile/internet,USD,3845111542
ACC_Z_000065_01,Z_000065,demand_saving,2023-10-08,,0,0.05676,closed,atm,VND,522402167
ACC_Z_000293_01,Z_000293,demand_saving,2023-05-17,,0,0.07822,active,atm,VND,633841178
ACC_Z_000293_02,Z_000293,demand_saving,2023-04-24,,0,0.08813,active,mobile/internet,EUR,666257636
ACC_Z_000410_01,Z_000410,term_saving,2023-06-27,2023-07-27,1,0.08328,active,branch,USD,27992224
ACC_Y_000273_01,Y_000273,demand_saving,2023-02-02,,0,0.04746,active,branch,VND,2569035669
ACC_Z_000348_01,Z_000348,demand_saving,2023-04-09,,0,0.07146,active,branch,VND,318293605
ACC_Z_000079_01,Z_000079,demand_saving,2024-08-18,,0,0.06588,active,atm,VND,754633094
ACC_Z_000019_01,Z_000019,term_saving,2024-01-25,2024-02-24,1,0.0883,closed,atm,VND,555693778
ACC_X_000131_01,X_000131,demand_saving,2023-09-29,,0,0.06466,active,atm,VND,-4769634538
ACC_X_000131_02,X_000131,term_saving,2023-03-13,2023-06-11,3,0.06086,active,atm,VND,-11573210029
ACC_X_000131_03,X_000131,demand_saving,2024-11-10,,0,0.04655,active,atm,USD,1508666662
ACC_X_000131_04,X_000131,term_saving,2023-09-01,2024-08-26,12,0.06391,active,mobile/internet,VND,-5134313384
ACC_X_000131_05,X_000131,term_saving,2024-05-31,2026-05-21,24,0.04065,active,branch,USD,15436204078
ACC_Z_000381_01,Z_000381,demand_saving,2023-02-18,,0,0.08701,closed,branch,VND,422143623
ACC_Z_000007_01,Z_000007,demand_saving,2024-12-14,,0,0.08658,active,atm,VND,632421723
ACC_Z_000382_01,Z_000382,demand_saving,2023-08-05,,0,0.06569,active,branch,VND,536583635
ACC_Z_000382_02,Z_000382,demand_saving,2024-12-24,,0,0.05202,closed,mobile/internet,VND,783141062
ACC_Z_000405_01,Z_000405,demand_saving,2024-04-28,,0,0.08673,active,branch,VND,615104912
ACC_Z_000405_02,Z_000405,demand_saving,2024-07-04,,0,0.0633,active,branch,VND,798240428
ACC_Z_000211_01,Z_000211,demand_saving,2024-02-07,,0,0.09136,active,atm,VND,556890368
ACC_Y_000072_01,Y_000072,demand_saving,2023-01-09,,0,0.0515,active,branch,VND,2283857198
ACC_Y_000072_02,Y_000072,demand_saving,2023-04-21,,0,0.05233,active,branch,VND,2616509824
ACC_Z_000406_01,Z_000406,demand_saving,2024-07-07,,0,0.07627,active,mobile/internet,VND,862649771
ACC_Y_000195_01,Y_000195,term_saving,2024-06-27,2024-12-24,6,0.06176,closed,mobile/internet,VND,3552594631
ACC_Y_000195_02,Y_000195,term_saving,2023-08-26,2024-02-22,6,0.05691,active,atm,USD,-1240383422
ACC_Y_000195_03,Y_000195,demand_saving,2024-11-22,,0,0.05376,active,branch,VND,4972097165
ACC_Z_000380_01,Z_000380,demand_saving,2024-01-31,,0,0.08866,active,branch,USD,569334850
ACC_Y_000235_01,Y_000235,demand_saving,2024-03-14,,0,0.06593,active,mobile/internet,VND,4076329775
ACC_Y_000235_02,Y_000235,demand_saving,2023-01-28,,0,0.05864,active,branch,VND,3533879867
ACC_Y_000124_01,Y_000124,term_saving,2024-02-20,2025-02-14,12,0.05159,active,atm,VND,4215453682
ACC_Y_000223_01,Y_000223,term_saving,2024-06-27,2024-09-25,3,0.03177,active,mobile/internet,VND,844369291
ACC_Z_000005_01,Z_000005,demand_saving,2023-05-29,,0,0.08966,suspend,branch,VND,535283738
ACC_Z_000005_02,Z_000005,term_saving,2024-09-17,2024-10-17,1,0.05517,active,mobile/internet,VND,638867716
ACC_Y_000254_01,Y_000254,demand_saving,2023-05-06,,0,0.0392,active,atm,VND,2440348347
ACC_Z_000053_01,Z_000053,demand_saving,2024-08-09,,0,0.05541,active,atm,VND,737467548
ACC_Z_000177_01,Z_000177,demand_saving,2024-12-26,,0,0.06034,active,branch,VND,786910999
ACC_Z_000177_02,Z_000177,demand_saving,2024-03-30,,0,0.07322,active,branch,VND,611308764
ACC_Z_000267_01,Z_000267,demand_saving,2023-08-15,,0,0.08518,active,mobile/internet,VND,657342620
ACC_Z_000267_02,Z_000267,term_saving,2023-01-07,2023-04-07,3,0.05479,active,mobile/internet,VND,-408225197
ACC_Y_000107_01,Y_000107,demand_saving,2023-11-17,,0,0.06139,active,branch,VND,2810866495
ACC_Y_000107_02,Y_000107,term_saving,2024-12-24,2025-03-24,3,0.0631,active,atm,VND,5020280637
ACC_Y_000107_03,Y_000107,demand_saving,2023-01-21,,0,0.0527,active,mobile/internet,VND,3519482550
ACC_Z_000481_01,Z_000481,demand_saving,2023-08-21,,0,0.05135,closed,mobile/internet,VND,605513774
ACC_Z_000481_02,Z_000481,demand_saving,2024-05-14,,0,0.06177,suspend,atm,VND,838703970
ACC_Z_000349_01,Z_000349,demand_saving,2023-01-04,,0,0.08234,active,atm,VND,596700993
ACC_X_000078_01,X_000078,term_saving,2024-07-22,2024-10-20,3,0.03304,active,atm,VND,-4432829332
ACC_X_000078_02,X_000078,demand_saving,2023-05-02,,0,0.06671,closed,mobile/internet,VND,-5023438601
ACC_X_000078_03,X_000078,demand_saving,2024-03-30,,0,0.03332,suspend,mobile/internet,VND,-4947007352
ACC_X_000078_04,X_000078,demand_saving,2023-07-14,,0,0.04952,active,atm,VND,-5378323087
ACC_X_000160_01,X_000160,demand_saving,2024-07-07,,0,0.03188,active,atm,VND,-5428560428
ACC_X_000160_02,X_000160,term_saving,2024-10-06,2025-01-04,3,0.03459,active,atm,VND,2368442319
ACC_X_000160_03,X_000160,term_saving,2024-10-11,2026-10-01,24,0.03669,active,mobile/internet,VND,16227010948
ACC_X_000160_04,X_000160,demand_saving,2024-10-03,,0,0.05805,active,branch,VND,-3030150206
ACC_X_000160_05,X_000160,term_saving,2024-11-16,2025-11-11,12,0.05704,active,atm,USD,20177932826
ACC_Z_000271_01,Z_000271,term_saving,2023-10-03,2024-01-01,3,0.06267,active,mobile/internet,VND,218452825
ACC_Z_000271_02,Z_000271,demand_saving,2024-01-15,,0,0.0759,active,atm,VND,703924376
ACC_Z_000272_01,Z_000272,demand_saving,2024-08-22,,0,0.09298,active,branch,VND,807534153
ACC_Z_000272_02,Z_000272,demand_saving,2024-09-24,,0,0.06348,closed,branch,VND,868358191
ACC_X_000116_01,X_000116,term_saving,2024-09-17,2026-09-07,24,0.04779,active,mobile/internet,VND,15276939484
ACC_X_000116_02,X_000116,term_saving,2023-08-20,2025-08-09,24,0.04608,active,atm,VND,14783207476
ACC_X_000116_03,X_000116,term_saving,2023-07-04,2024-06-28,12,0.03924,active,branch,VND,-7383113661
ACC_X_000116_04,X_000116,demand_saving,2023-07-15,,0,0.0609,active,mobile/internet,VND,-5319827126
ACC_X_000116_05,X_000116,term_saving,2023-03-08,2025-02-25,24,0.03709,active,mobile/internet,VND,14355822261
ACC_Z_000205_01,Z_000205,demand_saving,2024-09-28,,0,0.06828,active,mobile/internet,VND,826068574
ACC_Z_000205_02,Z_000205,demand_saving,2023-01-14,,0,0.07998,closed,mobile/internet,VND,380352267
ACC_Z_000189_01,Z_000189,demand_saving,2024-11-22,,0,0.09149,closed,atm,VND,602107719
ACC_Z_000189_02,Z_000189,term_saving,2024-01-22,2024-04-21,3,0.05198,active,mobile/internet,VND,498227283
ACC_Z_000247_01,Z_000247,demand_saving,2024-10-17,,0,0.09846,active,atm,VND,723609012
ACC_Z_000247_02,Z_000247,demand_saving,2024-12-02,,0,0.08633,closed,branch,VND,740375990
ACC_Z_000117_01,Z_000117,demand_saving,2023-01-04,,0,0.05439,active,branch,VND,566678130
ACC_Z_000117_02,Z_000117,demand_saving,2024-03-03,,0,0.06954,active,atm,VND,683187170
ACC_Z_000138_01,Z_000138,demand_saving,2023-02-07,,0,0.09625,active,atm,VND,407491137
ACC_X_000002_01,X_000002,term_saving,2023-11-26,2024-05-24,6,0.05773,closed,branch,VND,-7277506676
ACC_X_000002_02,X_000002,demand_saving,2024-09-02,,0,0.03863,active,branch,VND,-4615529100
ACC_X_000002_03,X_000002,term_saving,2024-11-24,2025-02-22,3,0.03108,active,mobile/internet,VND,19220193509
ACC_X_000002_04,X_000002,term_saving,2024-03-29,2025-03-24,12,0.03778,active,branch,VND,13580495725
ACC_Y_000199_01,Y_000199,term_saving,2024-04-30,2024-05-30,1,0.05135,active,branch,VND,-291316813
ACC_Y_000199_02,Y_000199,term_saving,2024-10-01,2025-03-30,6,0.03759,active,branch,VND,5409039284
ACC_Y_000199_03,Y_000199,term_saving,2024-12-10,2025-01-09,1,0.05066,closed,atm,USD,6127883471
ACC_Z_000414_01,Z_000414,demand_saving,2024-10-15,,0,0.08135,active,mobile/internet,VND,720926605
ACC_Z_000414_02,Z_000414,demand_saving,2024-04-30,,0,0.05933,active,branch,VND,762205027
ACC_Y_000200_01,Y_000200,term_saving,2024-06-06,2024-09-04,3,0.03187,active,mobile/internet,VND,83390759
ACC_X_000172_01,X_000172,demand_saving,2024-06-03,,0,0.03353,active,atm,VND,-4235703258
ACC_X_000172_02,X_000172,term_saving,2023-03-09,2024-03-03,12,0.04706,active,atm,VND,-6479373876
ACC_X_000172_03,X_000172,term_saving,2024-02-09,2024-05-09,3,0.05443,active,mobile/internet,VND,-7036029772
ACC_X_000172_04,X_000172,term_saving,2023-10-05,2025-09-24,24,0.05438,active,branch,VND,16197484951
ACC_Z_000444_01,Z_000444,demand_saving,2024-06-28,,0,0.08994,suspend,mobile/internet,VND,810417132
ACC_Z_000444_02,Z_000444,demand_saving,2023-09-08,,0,0.09198,active,mobile/internet,USD,464076022
ACC_X_000048_01,X_000048,term_saving,2024-06-08,2026-05-29,24,0.04819,active,atm,VND,14742311590
ACC_X_000048_02,X_000048,demand_saving,2024-07-20,,0,0.03167,active,mobile/internet,EUR,-4732955022
ACC_X_000048_03,X_000048,term_saving,2023-10-06,2024-09-30,12,0.06331,active,mobile/internet,VND,-4425698886
ACC_X_000048_04,X_000048,demand_saving,2023-01-15,,0,0.05632,active,mobile/internet,VND,-4753033154
ACC_X_000048_05,X_000048,term_saving,2023-01-03,2024-12-23,24,0.04189,active,branch,VND,-6681553149
ACC_X_000030_01,X_000030,term_saving,2024-05-21,2025-02-15,9,0.06014,active,mobile/internet,EUR,15841555081
ACC_X_000030_02,X_000030,term_saving,2024-11-08,2025-11-03,12,0.06128,active,branch,USD,18513712265
ACC_X_000030_03,X_000030,demand_saving,2023-09-30,,0,0.04892,active,mobile/internet,VND,-6082092296
ACC_X_000030_04,X_000030,demand_saving,2024-11-05,,0,0.04144,active,mobile/internet,VND,458479203
ACC_X_000030_05,X_000030,demand_saving,2023-03-05,,0,0.05528,active,atm,USD,-5943792324
ACC_Z_000415_01,Z_000415,demand_saving,2024-09-08,,0,0.06854,active,branch,VND,822780784
ACC_Z_000415_02,Z_000415,demand_saving,2024-07-23,,0,0.09995,suspend,branch,VND,905212798
ACC_Y_000190_01,Y_000190,demand_saving,2024-01-12,,0,0.03884,active,atm,VND,4164597569
ACC_Y_000119_01,Y_000119,term_saving,2024-03-19,2024-06-17,3,0.0525,active,branch,VND,-993877252
ACC_Z_000210_01,Z_000210,demand_saving,2024-12-21,,0,0.07801,suspend,mobile/internet,VND,601864607
ACC_Y_000080_01,Y_000080,demand_saving,2024-03-13,,0,0.04362,active,mobile/internet,VND,3118751641
ACC_Y_000080_02,Y_000080,demand_saving,2023-01-27,,0,0.04092,closed,atm,VND,3415924416
ACC_Y_000288_01,Y_000288,demand_saving,2023-02-14,,0,0.04585,active,atm,VND,2020589294
ACC_Y_000288_02,Y_000288,demand_saving,2024-05-14,,0,0.06024,active,branch,VND,3334142828
ACC_Y_000288_03,Y_000288,term_saving,2023-01-13,2023-04-13,3,0.03916,active,atm,VND,-2277670271
ACC_Z_000495_01,Z_000495,demand_saving,2024-11-22,,0,0.09109,active,mobile/internet,VND,888666948
ACC_Z_000495_02,Z_000495,term_saving,2023-12-02,2024-03-01,3,0.09639,active,mobile/internet,VND,258442036
ACC_Y_000077_01,Y_000077,demand_saving,2024-11-04,,0,0.04892,active,atm,VND,3466334002
ACC_Y_000077_02,Y_000077,term_saving,2023-08-16,2024-05-12,9,0.03635,active,branch,EUR,-830291901
ACC_Z_000346_01,Z_000346,demand_saving,2024-10-19,,0,0.08465,active,branch,VND,820107213
ACC_Z_000346_02,Z_000346,term_saving,2024-03-30,2024-06-28,3,0.05313,active,branch,VND,573678334
ACC_X_000060_01,X_000060,term_saving,2024-01-18,2024-04-17,3,0.03821,active,mobile/internet,VND,-6777302977
ACC_X_000060_02,X_000060,demand_saving,2023-12-18,,0,0.03284,active,mobile/internet,VND,-5474578241
ACC_X_000060_03,X_000060,term_saving,2024-05-22,2026-05-12,24,0.03211,closed,mobile/internet,VND,18279232054
ACC_Z_000387_01,Z_000387,demand_saving,2023-08-14,,0,0.07461,active,mobile/internet,VND,665182514
ACC_Z_000115_01,Z_000115,demand_saving,2023-09-06,,0,0.09095,active,atm,USD,642554492
ACC_Z_000257_01,Z_000257,demand_saving,2023-09-22,,0,0.09082,active,atm,VND,722651391
ACC_Z_000257_02,Z_000257,term_saving,2023-07-05,2023-10-03,3,0.09596,active,mobile/internet,EUR,35716183
ACC_Z_000200_01,Z_000200,demand_saving,2023-11-20,,0,0.07622,active,mobile/internet,VND,762246008
ACC_Z_000264_01,Z_000264,term_saving,2023-08-08,2023-11-06,3,0.07262,closed,mobile/internet,VND,94990549
ACC_Z_000264_02,Z_000264,demand_saving,2024-10-08,,0,0.09565,active,branch,VND,682047053
ACC_Y_000126_01,Y_000126,demand_saving,2023-09-24,,0,0.04146,closed,mobile/internet,VND,3331593180
ACC_Z_000047_01,Z_000047,demand_saving,2023-02-11,,0,0.09189,active,branch,VND,578067281
ACC_X_000063_01,X_000063,term_saving,2023-10-13,2024-04-10,6,0.06957,active,mobile/internet,VND,-6480383046
ACC_X_000063_02,X_000063,demand_saving,2023-04-11,,0,0.03284,active,branch,VND,-4616440782
ACC_X_000063_03,X_000063,demand_saving,2024-12-20,,0,0.0483,active,mobile/internet,VND,19148007197
ACC_X_000063_04,X_000063,term_saving,2024-02-18,2027-02-02,36,0.06715,active,atm,VND,14199205938
ACC_X_000063_05,X_000063,term_saving,2024-01-26,2024-07-24,6,0.06461,closed,branch,USD,-7465563155
ACC_Y_000174_01,Y_000174,demand_saving,2024-08-30,,0,0.04207,active,branch,VND,3516658984
ACC_Y_000192_01,Y_000192,term_saving,2024-02-18,2024-08-16,6,0.05019,active,branch,VND,-20376093
ACC_Y_000192_02,Y_000192,demand_saving,2024-09-01,,0,0.03318,suspend,mobile/internet,VND,5041238309
ACC_Y_000192_03,Y_000192,term_saving,2024-08-16,2025-05-13,9,0.04984,active,branch,VND,4989481923
ACC_Z_000095_01,Z_000095,term_saving,2024-11-17,2024-12-17,1,0.0985,active,mobile/internet,VND,773744996
ACC_Z_000095_02,Z_000095,demand_saving,2023-10-27,,0,0.08549,active,mobile/internet,VND,720160726
ACC_X_000105_01,X_000105,term_saving,2023-03-29,2025-03-18,24,0.0471,active,atm,VND,13430715298
ACC_X_000105_02,X_000105,demand_saving,2023-01-24,,0,0.06943,active,atm,VND,-3523797413
ACC_X_000014_01,X_000014,term_saving,2024-03-06,2024-06-04,3,0.04363,active,branch,VND,-6955828942
ACC_X_000014_02,X_000014,term_saving,2024-04-11,2025-04-06,12,0.05782,active,mobile/internet,VND,12557204423
ACC_X_000014_03,X_000014,demand_saving,2024-08-02,,0,0.05944,active,mobile/internet,USD,-5504097780
ACC_X_000014_04,X_000014,term_saving,2023-02-15,2023-11-12,9,0.04281,active,atm,VND,-7595537376
ACC_Y_000167_01,Y_000167,term_saving,2023-03-17,2023-09-13,6,0.0458,closed,branch,VND,-2095076231
ACC_Y_000167_02,Y_000167,term_saving,2024-11-09,2024-12-09,1,0.05134,active,atm,VND,5254256377
ACC_X_000161_01,X_000161,term_saving,2024-05-05,2026-04-25,24,0.03622,active,mobile/internet,VND,14146261808
ACC_X_000161_02,X_000161,term_saving,2023-08-19,2024-08-13,12,0.06196,active,atm,VND,-6781121768
ACC_X_000161_03,X_000161,term_saving,2024-11-20,2026-11-10,24,0.03208,closed,atm,VND,22537957695
ACC_X_000161_04,X_000161,term_saving,2024-04-16,2026-04-06,24,0.0483,active,branch,VND,15681552224
ACC_Z_000182_01,Z_000182,term_saving,2023-12-13,2024-03-12,3,0.05906,active,atm,VND,436175048
