account_id,customer_code,product_type,open_date,maturity_date,term_months,interest_rate,status,channel_opened,currency,current_balance
ACC_X_000023_01,X_000023,term_saving,2024-07-21,2026-07-11,24,0.06464,active,atm,USD,3267667366.0
ACC_X_000023_02,X_000023,term_saving,2024-12-13,2026-12-03,24,0.06913,closed,atm,VND,1798379579.0
ACC_X_000023_03,X_000023,term_saving,2024-09-19,2026-09-09,24,0.06712,active,mobile/internet,VND,2382946587.0
ACC_X_000023_04,X_000023,term_saving,2023-07-18,2025-07-07,24,0.06656,active,branch,VND,2126955721.0
ACC_X_000023_05,X_000023,term_saving,2024-11-28,2027-11-13,36,0.0699,active,atm,VND,2943422769.0
ACC_X_000024_01,X_000024,term_saving,2024-05-13,2026-05-03,24,0.0629,active,mobile/internet,USD,5566874727.0
ACC_X_000024_02,X_000024,term_saving,2024-03-12,2026-03-02,24,0.06715,active,atm,VND,6527872181.0
ACC_X_000024_03,X_000024,term_saving,2023-07-09,2024-07-03,12,0.05991,active,mobile/internet,VND,5970485907.0
ACC_X_000025_01,X_000025,term_saving,2024-02-06,2027-01-21,36,0.06962,active,branch,VND,6148674177.0
ACC_X_000025_02,X_000025,term_saving,2023-09-08,2026-08-23,36,0.06639,active,branch,USD,4076760295.0
ACC_X_000025_03,X_000025,term_saving,2023-01-06,2025-12-21,36,0.07271,active,atm,EUR,4616111972.0
ACC_X_000026_01,X_000026,term_saving,2023-01-26,2026-01-10,36,0.06625,active,mobile/internet,VND,6334258290.0
ACC_X_000026_02,X_000026,term_saving,2023-09-19,2026-09-03,36,0.06576,closed,branch,VND,4720569610.0
ACC_X_000026_03,X_000026,term_saving,2023-03-15,2026-02-27,36,0.0726,active,atm,VND,4831505600.0
ACC_X_000027_01,X_000027,term_saving,2023-10-28,2024-10-22,12,0.05919,active,atm,VND,2979858292.0
ACC_X_000027_02,X_000027,term_saving,2024-08-29,2027-08-14,36,0.07433,active,mobile/internet,EUR,3165604789.0
ACC_X_000027_03,X_000027,term_saving,2024-07-11,2025-07-06,12,0.05766,active,branch,VND,3049302796.0
ACC_X_000027_04,X_000027,term_saving,2023-03-14,2025-03-03,24,0.06286,active,branch,VND,3108322833.0
ACC_X_000027_05,X_000027,term_saving,2024-12-10,2027-11-25,36,0.07025,active,branch,VND,2580821124.0
ACC_X_000028_01,X_000028,term_saving,2023-05-02,2026-04-16,36,0.06639,active,mobile/internet,EUR,5117680651.0
ACC_X_000028_02,X_000028,term_saving,2023-09-11,2024-09-05,12,0.05089,active,atm,VND,4493843810.0
ACC_X_000028_03,X_000028,term_saving,2023-09-11,2024-09-05,12,0.0579,active,atm,VND,6069048456.0
ACC_X_000029_01,X_000029,demand_saving,2024-05-21,,0,0.004,suspend,atm,VND,4854975715.0
ACC_X_000029_02,X_000029,term_saving,2024-02-22,2026-02-11,24,0.06371,active,mobile/internet,VND,4590186921.0
ACC_X_000029_03,X_000029,term_saving,2024-06-16,2027-06-01,36,0.06521,active,atm,VND,4287425970.0
ACC_X_000030_01,X_000030,term_saving,2023-04-18,2025-04-07,24,0.06008,active,mobile/internet,VND,5874655347.0
ACC_X_000030_02,X_000030,term_saving,2023-11-14,2026-10-29,36,0.06742,active,branch,VND,6290771572.0
ACC_X_000030_03,X_000030,term_saving,2023-09-18,2026-09-02,36,0.06848,active,atm,VND,5101127090.0
ACC_X_000031_01,X_000031,term_saving,2023-01-05,2025-12-20,36,0.06882,active,atm,USD,3077366768.0
ACC_X_000031_02,X_000031,term_saving,2024-10-19,2025-10-14,12,0.05952,active,branch,VND,2632813243.0
ACC_X_000031_03,X_000031,term_saving,2024-09-17,2026-09-07,24,0.0638,active,branch,VND,4191503913.0
ACC_X_000031_04,X_000031,term_saving,2024-06-04,2025-05-30,12,0.05888,active,atm,VND,2263173428.0
ACC_X_000032_01,X_000032,term_saving,2023-04-03,2024-03-28,12,0.05976,suspend,branch,VND,5584467807.0
ACC_X_000032_02,X_000032,term_saving,2023-06-24,2026-06-08,36,0.07005,active,mobile/internet,VND,5579888015.0
ACC_X_000032_03,X_000032,term_saving,2024-11-20,2027-11-05,36,0.06907,active,mobile/internet,USD,6208033818.0
ACC_X_000033_01,X_000033,term_saving,2023-03-05,2026-02-17,36,0.07278,closed,mobile/internet,VND,2111648622.0
ACC_X_000033_02,X_000033,term_saving,2023-02-15,2024-02-10,12,0.05252,closed,branch,USD,2764172157.0
ACC_X_000033_03,X_000033,demand_saving,2023-02-05,,0,0.00244,active,atm,VND,2026163341.0
ACC_X_000033_04,X_000033,term_saving,2023-12-11,2026-11-25,36,0.06848,active,branch,VND,2180912710.0
ACC_X_000033_05,X_000033,term_saving,2024-06-16,2026-06-06,24,0.06822,active,mobile/internet,VND,2386238059.0
ACC_X_000034_01,X_000034,demand_saving,2023-04-27,,0,0.00259,active,atm,VND,4926051090.0
ACC_X_000034_02,X_000034,term_saving,2024-03-22,2027-03-07,36,0.07057,active,mobile/internet,VND,7407294016.0
ACC_X_000035_01,X_000035,term_saving,2023-06-17,2026-06-01,36,0.06965,active,branch,VND,8690170497.0
ACC_X_000035_02,X_000035,term_saving,2024-05-02,2027-04-17,36,0.06617,closed,atm,VND,6824450417.0
ACC_X_000036_01,X_000036,demand_saving,2023-12-15,,0,0.00323,active,atm,VND,7282601292.0
ACC_X_000036_02,X_000036,term_saving,2023-02-22,2026-02-06,36,0.06962,active,mobile/internet,VND,9344805153.0
ACC_X_000037_01,X_000037,term_saving,2024-04-07,2027-03-23,36,0.06784,active,branch,VND,4022485016.0
ACC_X_000037_02,X_000037,term_saving,2024-10-27,2025-10-22,12,0.05206,suspend,atm,VND,4477129307.0
ACC_X_000037_03,X_000037,term_saving,2024-02-21,2025-02-15,12,0.0562,active,branch,VND,4240661540.0
ACC_X_000037_04,X_000037,term_saving,2023-12-26,2026-12-10,36,0.07095,active,atm,VND,2488647265.0
ACC_X_000038_01,X_000038,term_saving,2023-01-02,2023-12-28,12,0.05641,active,mobile/internet,VND,7670517469.0
ACC_X_000038_02,X_000038,term_saving,2024-02-22,2025-02-16,12,0.05249,active,atm,VND,5612748707.0
ACC_X_000039_01,X_000039,term_saving,2023-02-08,2026-01-23,36,0.07149,active,branch,VND,5892681762.0
ACC_X_000039_02,X_000039,term_saving,2024-08-29,2025-08-24,12,0.05593,active,atm,VND,3420012119.0
ACC_X_000039_03,X_000039,demand_saving,2024-12-16,,0,0.00194,active,mobile/internet,VND,3654903980.0
ACC_X_000039_04,X_000039,term_saving,2023-04-04,2025-03-24,24,0.06423,active,branch,EUR,4394006942.0
ACC_X_000040_01,X_000040,term_saving,2024-08-10,2027-07-26,36,0.06569,active,mobile/internet,USD,5005541180.0
ACC_X_000040_02,X_000040,term_saving,2024-12-27,2027-12-12,36,0.07068,active,mobile/internet,VND,5110504833.0
ACC_X_000040_03,X_000040,term_saving,2023-02-20,2026-02-04,36,0.0685,active,branch,VND,6002267812.0
ACC_X_000041_01,X_000041,demand_saving,2023-04-15,,0,0.00461,active,atm,EUR,6504946181.0
ACC_X_000041_02,X_000041,term_saving,2024-10-19,2025-10-14,12,0.05833,active,mobile/internet,VND,4925100280.0
ACC_X_000041_03,X_000041,demand_saving,2024-01-24,,0,0.00368,active,mobile/internet,USD,4402278149.0
ACC_X_000042_01,X_000042,term_saving,2024-11-30,2027-11-15,36,0.06958,active,branch,VND,9036025233.0
ACC_X_000042_02,X_000042,term_saving,2023-06-29,2024-06-23,12,0.05655,active,mobile/internet,VND,7248030880.0
ACC_X_000043_01,X_000043,term_saving,2024-01-09,2025-12-29,24,0.06596,active,mobile/internet,VND,5400475993.0
ACC_X_000043_02,X_000043,demand_saving,2023-08-07,,0,0.00266,suspend,atm,VND,4267214668.0
ACC_X_000043_03,X_000043,term_saving,2023-05-26,2026-05-10,36,0.06887,active,atm,VND,4332915865.0
ACC_X_000044_01,X_000044,term_saving,2024-04-08,2027-03-24,36,0.07019,suspend,branch,VND,3477643296.0
ACC_X_000044_02,X_000044,term_saving,2023-07-26,2025-07-15,24,0.06233,active,mobile/internet,EUR,3108974978.0
ACC_X_000044_03,X_000044,term_saving,2024-08-27,2025-08-22,12,0.05945,active,branch,VND,3232032848.0
ACC_X_000044_04,X_000044,term_saving,2024-10-09,2025-10-04,12,0.05454,active,atm,VND,3683275496.0
ACC_X_000045_01,X_000045,term_saving,2023-11-29,2026-11-13,36,0.06925,closed,mobile/internet,EUR,4403638874.0
ACC_X_000045_02,X_000045,term_saving,2024-07-28,2025-07-23,12,0.05198,active,atm,VND,4240298606.0
ACC_X_000045_03,X_000045,term_saving,2024-08-13,2026-08-03,24,0.06592,active,branch,VND,4083895836.0
ACC_X_000046_01,X_000046,term_saving,2024-01-18,2025-01-12,12,0.05979,closed,mobile/internet,VND,2441456428.0
ACC_X_000046_02,X_000046,term_saving,2024-10-31,2026-10-21,24,0.06505,active,mobile/internet,VND,3625161200.0
ACC_X_000046_03,X_000046,term_saving,2023-12-15,2024-12-09,12,0.05028,active,atm,VND,2448688146.0
ACC_X_000046_04,X_000046,term_saving,2024-09-26,2027-09-11,36,0.06642,active,atm,VND,2134879715.0
ACC_X_000046_05,X_000046,term_saving,2023-11-07,2026-10-22,36,0.06818,active,mobile/internet,VND,2356324590.0
ACC_X_000047_01,X_000047,term_saving,2023-08-30,2025-08-19,24,0.06111,active,atm,USD,3524262070.0
ACC_X_000047_02,X_000047,term_saving,2024-07-31,2027-07-16,36,0.0681,active,atm,VND,5470723390.0
ACC_X_000047_03,X_000047,term_saving,2023-04-23,2024-04-17,12,0.057,closed,mobile/internet,VND,6228954474.0
ACC_X_000048_01,X_000048,term_saving,2023-10-02,2026-09-16,36,0.0726,closed,atm,VND,4200166509.0
ACC_X_000048_02,X_000048,term_saving,2024-03-16,2026-03-06,24,0.0639,active,branch,VND,4197025311.0
ACC_X_000048_03,X_000048,term_saving,2024-01-15,2026-12-30,36,0.06662,active,branch,VND,4673271753.0
ACC_X_000049_01,X_000049,demand_saving,2023-12-22,,0,0.00448,closed,branch,VND,6570232631.0
ACC_X_000049_02,X_000049,demand_saving,2023-05-16,,0,0.00384,active,atm,VND,7262179438.0
ACC_X_000050_01,X_000050,term_saving,2023-08-06,2026-07-21,36,0.07056,active,branch,VND,3932263228.0
ACC_X_000050_02,X_000050,term_saving,2024-05-02,2026-04-22,24,0.06947,suspend,branch,VND,2736846374.0
ACC_X_000050_03,X_000050,term_saving,2023-08-28,2026-08-12,36,0.06744,active,mobile/internet,VND,2447758435.0
ACC_X_000050_04,X_000050,term_saving,2023-05-07,2024-05-01,12,0.05447,active,branch,VND,2900604485.0
ACC_X_000050_05,X_000050,term_saving,2023-01-17,2024-01-12,12,0.05251,active,branch,VND,3384324469.0
ACC_X_000051_01,X_000051,demand_saving,2024-12-14,,0,0.00216,active,branch,EUR,4841312919.0
ACC_X_000051_02,X_000051,term_saving,2023-02-06,2025-01-26,24,0.06422,active,mobile/internet,VND,5091535372.0
ACC_X_000051_03,X_000051,term_saving,2024-02-12,2025-02-06,12,0.05131,active,branch,USD,4702075073.0
ACC_X_000052_01,X_000052,term_saving,2023-03-24,2025-03-13,24,0.06422,active,mobile/internet,VND,6122789678.0
ACC_X_000052_02,X_000052,term_saving,2023-11-29,2026-11-13,36,0.07357,active,branch,VND,4801833353.0
ACC_X_000052_03,X_000052,term_saving,2024-03-03,2027-02-16,36,0.07364,active,mobile/internet,VND,5994049137.0
ACC_X_000053_01,X_000053,term_saving,2024-09-28,2027-09-13,36,0.07033,active,branch,VND,2894119966.0
ACC_X_000053_02,X_000053,demand_saving,2024-06-20,,0,0.00239,active,branch,VND,2123670277.0
ACC_X_000053_03,X_000053,term_saving,2023-05-17,2026-05-01,36,0.07424,active,mobile/internet,VND,2622546477.0
ACC_X_000053_04,X_000053,term_saving,2024-09-20,2025-09-15,12,0.05642,active,branch,EUR,3036828718.0
ACC_X_000053_05,X_000053,term_saving,2024-02-23,2026-02-12,24,0.06047,active,atm,VND,3412800775.0
ACC_X_000054_01,X_000054,term_saving,2023-01-19,2024-01-14,12,0.05737,active,mobile/internet,VND,3267021820.0
ACC_X_000054_02,X_000054,term_saving,2023-04-22,2024-04-16,12,0.05047,active,mobile/internet,VND,2507256522.0
ACC_X_000054_03,X_000054,term_saving,2024-06-25,2026-06-15,24,0.06902,active,mobile/internet,VND,2211908501.0
ACC_X_000054_04,X_000054,demand_saving,2023-03-09,,0,0.00385,suspend,mobile/internet,VND,2378416176.0
ACC_X_000054_05,X_000054,term_saving,2024-02-24,2027-02-08,36,0.07278,active,atm,VND,3826462046.0
ACC_X_000055_01,X_000055,term_saving,2024-11-07,2027-10-23,36,0.07205,active,branch,VND,3703807587.0
ACC_X_000055_02,X_000055,term_saving,2024-03-12,2027-02-25,36,0.07251,active,atm,VND,2674688109.0
ACC_X_000055_03,X_000055,term_saving,2024-09-29,2026-09-19,24,0.06996,active,branch,USD,2358876695.0
ACC_X_000055_04,X_000055,term_saving,2023-06-22,2024-06-16,12,0.05956,active,atm,VND,4455750825.0
ACC_X_000056_01,X_000056,term_saving,2023-05-07,2026-04-21,36,0.06603,active,atm,VND,3891337348.0
ACC_X_000056_02,X_000056,demand_saving,2024-03-16,,0,0.00162,active,mobile/internet,VND,5145790165.0
ACC_X_000056_03,X_000056,term_saving,2024-05-09,2027-04-24,36,0.06729,active,atm,VND,4975783085.0
ACC_X_000056_04,X_000056,term_saving,2024-01-09,2025-12-29,24,0.06915,active,atm,USD,3338783483.0
ACC_X_000057_01,X_000057,term_saving,2024-05-09,2027-04-24,36,0.06893,active,mobile/internet,VND,2614295647.0
ACC_X_000057_02,X_000057,term_saving,2024-02-11,2025-02-05,12,0.0533,suspend,mobile/internet,VND,2928454192.0
ACC_X_000057_03,X_000057,term_saving,2024-08-04,2027-07-20,36,0.07311,active,atm,VND,2701046564.0
ACC_X_000057_04,X_000057,term_saving,2024-12-03,2027-11-18,36,0.07035,active,branch,USD,3631788029.0
ACC_X_000057_05,X_000057,term_saving,2023-03-05,2026-02-17,36,0.06502,active,atm,VND,3626632981.0
ACC_X_000058_01,X_000058,demand_saving,2024-05-26,,0,0.00293,active,mobile/internet,VND,3033335933.0
ACC_X_000058_02,X_000058,term_saving,2023-02-02,2026-01-17,36,0.06545,active,mobile/internet,VND,1750984415.0
ACC_X_000058_03,X_000058,demand_saving,2024-11-21,,0,0.00151,closed,mobile/internet,EUR,1774554589.0
ACC_X_000058_04,X_000058,term_saving,2024-01-19,2026-01-08,24,0.06552,active,branch,VND,3245562829.0
ACC_X_000058_05,X_000058,term_saving,2023-04-19,2026-04-03,36,0.07345,closed,branch,VND,2666316544.0
ACC_X_000059_01,X_000059,term_saving,2024-08-06,2026-07-27,24,0.06603,active,mobile/internet,VND,2317878860.0
ACC_X_000059_02,X_000059,term_saving,2024-06-02,2027-05-18,36,0.06612,active,mobile/internet,VND,2733333642.0
ACC_X_000059_03,X_000059,term_saving,2024-11-29,2027-11-14,36,0.06761,active,mobile/internet,VND,3401665769.0
ACC_X_000059_04,X_000059,term_saving,2024-07-15,2027-06-30,36,0.06768,active,atm,VND,3666538986.0
ACC_X_000059_05,X_000059,term_saving,2024-10-23,2026-10-13,24,0.06357,active,atm,VND,2671982346.0
ACC_X_000060_01,X_000060,term_saving,2023-03-29,2025-03-18,24,0.06081,active,atm,VND,3328973455.0
ACC_X_000060_02,X_000060,demand_saving,2023-01-21,,0,0.00306,active,mobile/internet,VND,2827255458.0
ACC_X_000060_03,X_000060,term_saving,2024-01-15,2026-01-04,24,0.0668,active,branch,VND,3556759900.0
ACC_X_000060_04,X_000060,term_saving,2023-01-21,2025-01-10,24,0.06817,active,atm,USD,2839201714.0
ACC_X_000060_05,X_000060,demand_saving,2023-11-03,,0,0.00225,active,mobile/internet,VND,1795779187.0
ACC_X_000061_01,X_000061,term_saving,2023-04-16,2026-03-31,36,0.06914,closed,mobile/internet,VND,6564171280.0
ACC_X_000061_02,X_000061,term_saving,2023-05-30,2026-05-14,36,0.06777,active,atm,EUR,7803009492.0
ACC_X_000062_01,X_000062,term_saving,2023-06-28,2024-06-22,12,0.05611,closed,mobile/internet,VND,4770869324.0
ACC_X_000062_02,X_000062,term_saving,2023-09-17,2025-09-06,24,0.06566,active,atm,VND,5675919338.0
ACC_X_000062_03,X_000062,demand_saving,2023-10-25,,0,0.00385,active,atm,VND,5118608959.0
ACC_X_000063_01,X_000063,term_saving,2024-02-01,2027-01-16,36,0.07057,active,mobile/internet,VND,2838289100.0
ACC_X_000063_02,X_000063,term_saving,2023-12-06,2024-11-30,12,0.05889,active,mobile/internet,VND,3670548179.0
ACC_X_000063_03,X_000063,term_saving,2024-11-18,2027-11-03,36,0.06943,closed,atm,VND,4550755478.0
ACC_X_000063_04,X_000063,term_saving,2024-09-29,2027-09-14,36,0.06786,active,branch,VND,3336459596.0
ACC_X_000063_05,X_000063,term_saving,2023-09-27,2026-09-11,36,0.07115,active,mobile/internet,VND,2310280096.0
ACC_X_000064_01,X_000064,term_saving,2024-01-08,2025-12-28,24,0.06038,active,branch,VND,3323973241.0
ACC_X_000064_02,X_000064,term_saving,2024-09-29,2027-09-14,36,0.06988,active,mobile/internet,USD,1992796407.0
ACC_X_000064_03,X_000064,term_saving,2023-08-19,2026-08-03,36,0.07093,active,branch,VND,4408162295.0
ACC_X_000064_04,X_000064,term_saving,2024-08-09,2027-07-25,36,0.07193,active,mobile/internet,VND,2513233403.0
ACC_X_000065_01,X_000065,term_saving,2024-11-10,2025-11-05,12,0.05112,active,atm,VND,5469801134.0
ACC_X_000065_02,X_000065,term_saving,2023-05-26,2026-05-10,36,0.06951,active,branch,VND,5196680841.0
ACC_X_000065_03,X_000065,term_saving,2023-11-19,2024-11-13,12,0.05458,active,atm,VND,4824156375.0
ACC_X_000066_01,X_000066,term_saving,2024-05-05,2027-04-20,36,0.06532,active,mobile/internet,USD,3197261513.0
ACC_X_000066_02,X_000066,term_saving,2024-09-11,2025-09-06,12,0.05941,active,branch,VND,3900126837.0
ACC_X_000066_03,X_000066,term_saving,2024-03-27,2025-03-22,12,0.05033,active,atm,VND,2280582261.0
ACC_X_000066_04,X_000066,term_saving,2024-12-04,2026-11-24,24,0.06313,active,mobile/internet,VND,1999179591.0
ACC_X_000066_05,X_000066,term_saving,2024-01-30,2026-01-19,24,0.06245,active,branch,VND,3086434818.0
ACC_X_000067_01,X_000067,term_saving,2024-09-06,2026-08-27,24,0.06136,active,atm,USD,8697519468.0
