card_id,customer_code,card_number,card_type,product_type,issue_date,expire_date,activation_date,credit_limit,available_credit,outstanding_balance,minimum_payment,due_date,interest_rate,card_status
CARD_A_000005_01,A_000005,****-****-****-6903,CREDIT,NOI_DIA,2022-10-25,2025-10-24,2022-10-30,111880408.29815431,69544480.36365604,42335927.93449826,2116796.396724913,2022-11-20,18.76,ACTIVE
CARD_A_000005_02,A_000005,****-****-****-8450,CREDIT,NOI_DIA,2020-02-14,2024-02-13,2020-02-20,148258901.41862532,46973575.90780309,101285325.51082224,5064266.275541112,2020-03-20,23.16,ACTIVE
CARD_A_000005_03,A_000005,****-****-****-5895,CREDIT,QUOC_TE,2021-12-16,2024-12-15,,163092802.43419403,136047679.93775344,27045122.49644059,1352256.1248220296,2022-01-20,18.52,ACTIVE
CARD_A_000006_01,A_000006,****-****-****-8476,CREDIT,NOI_DIA,2020-04-27,2025-04-26,2020-05-02,189732993.70038447,97668973.31639916,92064020.38398531,4603201.019199266,2020-05-20,18.96,ACTIVE
CARD_A_000006_02,A_000006,****-****-****-2986,CREDIT,QUOC_TE,2023-05-17,2026-05-16,,166767190.3073574,104776141.4225531,61991048.88480429,3099552.444240215,2023-06-20,19.58,ACTIVE
CARD_A_000006_03,A_000006,****-****-****-2777,CREDIT,QUOC_TE,2020-12-24,2023-12-24,2020-12-28,104781977.93992871,88187952.59470852,16594025.34522019,829701.2672610095,2021-01-20,24.7,ACTIVE
CARD_A_000006_04,A_000006,****-****-****-8451,DEBIT,NOI_DIA,2023-09-08,2028-09-06,2023-10-03,0.0,0.0,0.0,0.0,2023-10-20,19.53,BLOCKED
CARD_A_000007_01,A_000007,****-****-****-7030,CREDIT,QUOC_TE,2023-12-15,2026-12-14,2023-12-22,198448945.0289946,42792575.76530349,155656369.2636911,7782818.463184555,2024-01-20,24.3,ACTIVE
CARD_A_000007_02,A_000007,****-****-****-9636,DEBIT,QUOC_TE,2023-08-17,2027-08-16,2023-08-24,0.0,0.0,0.0,0.0,2023-09-20,23.89,ACTIVE
CARD_A_000007_03,A_000007,****-****-****-7542,CREDIT,QUOC_TE,2021-10-27,2025-10-26,2021-11-01,128616670.96172985,59258577.0166955,69358093.94503435,3467904.697251718,2021-11-20,18.33,ACTIVE
CARD_A_000007_04,A_000007,****-****-****-7663,CREDIT,QUOC_TE,2024-08-08,2027-08-08,2024-08-12,137626435.4543772,45670142.97188291,91956292.4824943,4597814.624124715,2024-09-20,20.3,ACTIVE
CARD_A_000008_01,A_000008,****-****-****-9616,CREDIT,QUOC_TE,2023-03-04,2026-03-03,2023-03-07,116430681.32692614,41699676.68138492,74731004.64554122,3736550.2322770613,2023-04-20,22.21,ACTIVE
CARD_A_000008_02,A_000008,****-****-****-2877,CREDIT,NOI_DIA,2024-04-11,2028-04-10,2024-04-18,133889903.61007006,38272362.72113699,95617540.88893308,4780877.044446654,2024-05-20,19.75,ACTIVE
CARD_A_000008_03,A_000008,****-****-****-8561,CREDIT,QUOC_TE,2024-02-14,2029-02-12,2024-02-21,123295588.66495472,59575317.44323804,63720271.22171668,3186013.561085834,2024-03-20,21.68,ACTIVE
CARD_A_000008_04,A_000008,****-****-****-2242,DEBIT,QUOC_TE,2023-12-18,2028-12-16,2023-12-25,0.0,0.0,0.0,0.0,2024-01-20,24.69,ACTIVE
CARD_A_000009_01,A_000009,****-****-****-1122,CREDIT,QUOC_TE,2023-01-18,2027-01-17,2023-02-11,114243021.98245396,63392625.186774164,50850396.79567979,2542519.83978399,2023-02-20,18.78,ACTIVE
CARD_A_000009_02,A_000009,****-****-****-2832,CREDIT,QUOC_TE,2022-12-19,2025-12-18,2022-12-26,130478498.31563364,115922011.00123648,14556487.31439715,727824.3657198576,2023-01-20,22.62,ACTIVE
CARD_A_000009_03,A_000009,****-****-****-4397,CREDIT,NOI_DIA,2020-02-14,2024-02-13,2020-02-21,121283086.08514218,72562065.72878312,48721020.356359065,2436051.017817953,2020-03-20,22.34,ACTIVE
CARD_A_000010_01,A_000010,****-****-****-7438,CREDIT,QUOC_TE,2022-02-09,2026-02-08,2022-02-12,130395082.93660174,29513119.001426637,100881963.9351751,5044098.1967587555,2022-03-20,19.0,ACTIVE
CARD_A_000010_02,A_000010,****-****-****-7661,CREDIT,QUOC_TE,2023-04-22,2028-04-20,2023-04-25,157799733.52731952,66174986.456557274,91624747.07076225,4581237.353538113,2023-05-20,21.34,ACTIVE
CARD_A_000010_03,A_000010,****-****-****-5680,CREDIT,QUOC_TE,2023-03-02,2026-03-01,2023-03-08,119751215.51817846,69520756.97092304,50230458.54725543,2511522.9273627712,2023-04-20,20.52,ACTIVE
CARD_A_000011_01,A_000011,****-****-****-9016,CREDIT,NOI_DIA,2023-09-18,2028-09-16,2023-09-25,136424888.59916443,31907612.91284257,104517275.68632185,5225863.784316093,2023-10-20,20.03,ACTIVE
CARD_A_000011_02,A_000011,****-****-****-8326,CREDIT,QUOC_TE,2020-04-04,2023-04-04,2020-04-07,164486245.47810888,75712580.24376863,88773665.23434025,4438683.261717013,2020-05-20,22.6,ACTIVE
CARD_A_000011_03,A_000011,****-****-****-2629,CREDIT,QUOC_TE,2023-11-24,2026-11-23,2023-11-27,115920144.80416095,98318141.6725834,17602003.13157755,880100.1565788776,2023-12-20,24.1,ACTIVE
CARD_A_000012_01,A_000012,****-****-****-2610,CREDIT,QUOC_TE,2020-03-12,2024-03-11,2020-03-17,198754110.4410484,64832682.33570218,133921428.10534623,6696071.405267312,2020-04-20,19.25,ACTIVE
CARD_A_000012_02,A_000012,****-****-****-7019,CREDIT,NOI_DIA,2020-08-13,2024-08-12,2020-08-17,124696920.2063463,59716535.77514916,64980384.431197144,3249019.2215598575,2020-09-20,21.44,ACTIVE
CARD_A_000012_03,A_000012,****-****-****-6015,DEBIT,QUOC_TE,2024-05-05,2029-05-04,2024-05-08,0.0,0.0,0.0,0.0,2024-06-20,22.04,ACTIVE
CARD_A_000013_01,A_000013,****-****-****-7172,CREDIT,NOI_DIA,2024-09-05,2028-09-04,2024-09-06,138621866.3849173,120007269.25381908,18614597.131098207,930729.8565549104,2024-10-20,22.34,ACTIVE
CARD_A_000013_02,A_000013,****-****-****-1061,DEBIT,QUOC_TE,2024-05-08,2028-05-07,2024-05-09,0.0,0.0,0.0,0.0,2024-06-20,23.2,ACTIVE
CARD_A_000013_03,A_000013,****-****-****-9430,CREDIT,QUOC_TE,2023-09-21,2027-09-20,2023-09-28,103847720.55877891,80483936.4170141,23363784.141764805,1168189.2070882402,2023-10-20,21.0,ACTIVE
CARD_A_000014_01,A_000014,****-****-****-6506,DEBIT,QUOC_TE,2023-04-13,2028-04-11,2023-04-20,0.0,0.0,0.0,0.0,2023-05-20,24.19,ACTIVE
CARD_A_000014_02,A_000014,****-****-****-4259,CREDIT,QUOC_TE,2023-07-15,2027-07-14,2023-07-16,154489063.72387302,92641759.08413313,61847304.639739886,3092365.2319869944,2023-08-20,19.49,ACTIVE
CARD_A_000014_03,A_000014,****-****-****-1827,DEBIT,NOI_DIA,2020-07-13,2023-07-13,2020-07-20,0.0,0.0,0.0,0.0,2020-08-20,24.77,ACTIVE
CARD_A_000015_01,A_000015,****-****-****-2357,DEBIT,QUOC_TE,2022-11-11,2026-11-10,2022-11-13,0.0,0.0,0.0,0.0,2022-12-20,23.96,ACTIVE
CARD_A_000015_02,A_000015,****-****-****-9930,CREDIT,NOI_DIA,2021-10-10,2024-10-09,2021-10-16,102200974.75765277,86380084.64118358,15820890.116469182,791044.5058234591,2021-11-20,22.01,ACTIVE
CARD_A_000016_01,A_000016,****-****-****-2421,CREDIT,QUOC_TE,2024-06-30,2029-06-29,2024-07-06,107420400.55126786,45788175.915778026,61632224.63548984,3081611.231774492,2024-07-20,19.46,ACTIVE
CARD_A_000016_02,A_000016,****-****-****-2339,CREDIT,QUOC_TE,2021-06-10,2025-06-09,2021-06-15,102026971.68295084,74293088.93027149,27733882.752679348,1386694.1376339674,2021-07-20,21.45,ACTIVE
CARD_A_000016_03,A_000016,****-****-****-7804,CREDIT,QUOC_TE,2021-07-23,2025-07-22,2021-07-27,191674142.21827793,112580624.6867312,79093517.53154673,3954675.8765773363,2021-08-20,19.94,ACTIVE
CARD_A_000017_01,A_000017,****-****-****-9094,CREDIT,NOI_DIA,2022-07-06,2026-07-05,2022-07-07,198723507.345669,144157455.17700863,54566052.16866039,2728302.6084330194,2022-08-20,23.03,ACTIVE
CARD_A_000017_02,A_000017,****-****-****-8408,DEBIT,NOI_DIA,2022-07-02,2026-07-01,2022-07-05,0.0,0.0,0.0,0.0,2022-08-20,18.45,ACTIVE
CARD_A_000017_03,A_000017,****-****-****-7576,CREDIT,QUOC_TE,2023-03-25,2026-03-24,2023-04-01,166096213.77977356,49057464.34619799,117038749.43357557,5851937.4716787785,2023-04-20,20.47,ACTIVE
CARD_A_000018_01,A_000018,****-****-****-9682,CREDIT,QUOC_TE,2021-09-03,2024-09-02,2021-09-27,155954687.0800759,126013813.99935609,29940873.08071979,1497043.6540359897,2021-10-20,21.83,ACTIVE
CARD_A_000018_02,A_000018,****-****-****-6710,DEBIT,QUOC_TE,2023-12-19,2027-12-18,2024-01-16,0.0,0.0,0.0,0.0,2024-01-20,20.34,ACTIVE
CARD_A_000018_03,A_000018,****-****-****-5308,CREDIT,QUOC_TE,2023-12-11,2027-12-10,2023-12-15,100878290.29574184,29522806.064807057,71355484.23093478,3567774.2115467396,2024-01-20,19.26,ACTIVE
CARD_A_000018_04,A_000018,****-****-****-4435,CREDIT,NOI_DIA,2023-05-30,2028-05-28,2023-06-05,158345377.02517527,41406050.65858148,116939326.3665938,5846966.31832969,2023-06-20,23.46,ACTIVE
CARD_A_000019_01,A_000019,****-****-****-5600,CREDIT,QUOC_TE,2020-02-20,2024-02-19,2020-02-22,180990297.97422665,67424245.37915115,113566052.5950755,5678302.629753776,2020-03-20,18.22,ACTIVE
CARD_A_000019_02,A_000019,****-****-****-2529,CREDIT,QUOC_TE,2024-06-12,2028-06-11,2024-06-14,160189250.8341644,84475320.92763686,75713929.90652755,3785696.4953263775,2024-07-20,22.16,ACTIVE
CARD_A_000019_03,A_000019,****-****-****-5468,CREDIT,QUOC_TE,2022-06-29,2026-06-28,2022-07-05,179356090.51023272,142490409.44497216,36865681.06526057,1843284.0532630284,2022-07-20,19.34,ACTIVE
CARD_A_000020_01,A_000020,****-****-****-7378,CREDIT,NOI_DIA,2020-04-10,2025-04-09,2020-04-13,129658781.71658204,78578557.50216077,51080224.21442127,2554011.210721064,2020-05-20,22.18,ACTIVE
CARD_A_000020_02,A_000020,****-****-****-7276,DEBIT,QUOC_TE,2024-09-01,2029-08-31,2024-09-04,0.0,0.0,0.0,0.0,2024-10-20,23.19,ACTIVE
CARD_A_000020_03,A_000020,****-****-****-8858,CREDIT,NOI_DIA,2024-02-26,2029-02-24,2024-03-02,163731567.67551506,135475519.0724995,28256048.603015557,1412802.430150778,2024-03-20,24.72,ACTIVE
CARD_A_000020_04,A_000020,****-****-****-5492,CREDIT,QUOC_TE,2022-10-12,2025-10-11,2022-10-14,151419871.5314697,127561366.75767171,23858504.773797993,1192925.2386898997,2022-11-20,23.03,ACTIVE
CARD_A_000021_01,A_000021,****-****-****-8860,CREDIT,QUOC_TE,2021-07-25,2026-07-24,,102850063.17702228,41200068.03972825,61649995.13729403,3082499.756864702,2021-08-20,23.62,ACTIVE
CARD_A_000021_02,A_000021,****-****-****-9085,CREDIT,QUOC_TE,2024-07-31,2029-07-30,2024-08-07,187825043.73161203,59591963.05239053,128233080.6792215,6411654.033961075,2024-08-20,19.92,ACTIVE
CARD_A_000022_01,A_000022,****-****-****-7752,CREDIT,QUOC_TE,2022-03-25,2026-03-24,2022-03-27,158177609.634594,46442081.11422558,111735528.52036841,5586776.426018421,2022-04-20,19.78,BLOCKED
CARD_A_000022_02,A_000022,****-****-****-6464,CREDIT,QUOC_TE,2024-03-15,2029-03-14,2024-03-23,120661167.59621897,79892549.7202649,40768617.87595408,2038430.893797704,2024-04-20,20.99,EXPIRED
CARD_A_000022_03,A_000022,****-****-****-1036,CREDIT,QUOC_TE,2024-04-23,2027-04-23,2024-04-28,132181221.18652785,86077740.74958591,46103480.43694194,2305174.0218470967,2024-05-20,22.19,ACTIVE
CARD_A_000023_01,A_000023,****-****-****-9118,CREDIT,QUOC_TE,2022-03-05,2027-03-04,2022-04-03,141030052.48436087,105307434.78360438,35722617.70075649,1786130.8850378245,2022-04-20,21.39,ACTIVE
CARD_A_000023_02,A_000023,****-****-****-5688,CREDIT,NOI_DIA,2020-08-03,2025-08-02,2020-08-09,160841597.54292968,117351123.54983349,43490473.99309619,2174523.6996548097,2020-09-20,19.87,BLOCKED
CARD_A_000023_03,A_000023,****-****-****-3757,DEBIT,QUOC_TE,2023-02-22,2027-02-21,2023-02-27,0.0,0.0,0.0,0.0,2023-03-20,19.04,ACTIVE
CARD_A_000023_04,A_000023,****-****-****-8742,DEBIT,QUOC_TE,2021-06-15,2025-06-14,2021-06-18,0.0,0.0,0.0,0.0,2021-07-20,23.39,ACTIVE
CARD_A_000024_01,A_000024,****-****-****-3417,CREDIT,QUOC_TE,2022-05-05,2027-05-04,2022-05-06,158764640.7796459,126115668.74573997,32648972.033905916,1632448.601695296,2022-06-20,24.16,ACTIVE
CARD_A_000024_02,A_000024,****-****-****-4964,CREDIT,QUOC_TE,2021-11-02,2026-11-01,2021-11-03,102708977.35488838,88331244.17953882,14377733.17534956,718886.6587674781,2021-12-20,20.35,ACTIVE
CARD_A_000024_03,A_000024,****-****-****-1579,CREDIT,QUOC_TE,2020-03-25,2024-03-24,2020-03-28,161557770.6744092,90172609.198942,71385161.4754672,3569258.0737733603,2020-04-20,22.45,ACTIVE
CARD_A_000024_04,A_000024,****-****-****-9701,CREDIT,QUOC_TE,2020-03-02,2024-03-01,2020-03-27,183363674.48919335,137694677.18173996,45668997.30745339,2283449.8653726694,2020-04-20,20.59,ACTIVE
CARD_A_000025_01,A_000025,****-****-****-4813,CREDIT,QUOC_TE,2022-02-21,2025-02-20,2022-02-26,135632243.98151338,106388026.99249294,29244216.989020433,1462210.8494510218,2022-03-20,24.44,ACTIVE
CARD_A_000025_02,A_000025,****-****-****-8067,CREDIT,QUOC_TE,2023-01-01,2026-12-31,2023-01-08,150093316.11880314,31421573.324203014,118671742.79460013,5933587.139730006,2023-02-20,18.03,ACTIVE
CARD_A_000025_03,A_000025,****-****-****-7273,CREDIT,QUOC_TE,2020-07-06,2023-07-06,,189247643.33799723,53681870.027242124,135565773.3107551,6778288.665537756,2020-08-20,18.17,INACTIVE
CARD_A_000025_04,A_000025,****-****-****-8011,CREDIT,QUOC_TE,2022-07-16,2026-07-15,2022-07-17,154489500.80796242,116599658.95644942,37889841.85151299,1894492.0925756497,2022-08-20,19.97,ACTIVE
CARD_A_000026_01,A_000026,****-****-****-1960,CREDIT,NOI_DIA,2021-03-29,2024-03-28,2021-03-30,184726834.81054917,67329908.42204925,117396926.38849992,5869846.319424996,2021-04-20,23.84,ACTIVE
CARD_A_000026_02,A_000026,****-****-****-3019,CREDIT,QUOC_TE,2022-10-24,2026-10-23,2022-11-23,163146315.64747286,47318671.25658527,115827644.39088759,5791382.21954438,2022-11-20,23.25,INACTIVE
CARD_A_000026_03,A_000026,****-****-****-5962,CREDIT,QUOC_TE,2023-05-10,2027-05-09,2023-05-16,133450389.52986865,45003064.41803837,88447325.11183028,4422366.2555915145,2023-06-20,19.59,ACTIVE
CARD_A_000027_01,A_000027,****-****-****-7229,CREDIT,QUOC_TE,2020-05-12,2025-05-11,2020-05-17,171315197.0850771,141718843.36818516,29596353.716891956,1479817.6858445979,2020-06-20,20.58,ACTIVE
CARD_A_000027_02,A_000027,****-****-****-9674,CREDIT,NOI_DIA,2021-01-23,2024-01-23,2021-02-19,186448997.36198986,98227209.70034054,88221787.66164932,4411089.383082466,2021-02-20,18.53,ACTIVE
CARD_A_000027_03,A_000027,****-****-****-1511,CREDIT,QUOC_TE,2024-11-08,2027-11-08,,106866380.22349155,48011409.398108594,58854970.825382955,2942748.541269148,2024-12-20,18.11,ACTIVE
CARD_A_000028_01,A_000028,****-****-****-5823,DEBIT,QUOC_TE,2021-06-21,2026-06-20,2021-07-01,0.0,0.0,0.0,0.0,2021-07-20,18.2,ACTIVE
CARD_A_000028_02,A_000028,****-****-****-4366,DEBIT,NOI_DIA,2020-06-25,2024-06-24,2020-06-27,0.0,0.0,0.0,0.0,2020-07-20,19.72,ACTIVE
CARD_A_000028_03,A_000028,****-****-****-9718,CREDIT,QUOC_TE,2024-03-15,2029-03-14,,191957481.47678202,49040790.42230642,142916691.0544756,7145834.55272378,2024-04-20,20.03,ACTIVE
CARD_A_000028_04,A_000028,****-****-****-5162,CREDIT,NOI_DIA,2023-01-29,2028-01-28,2023-02-02,188422876.6329797,74835804.56912906,113587072.06385063,5679353.6031925315,2023-02-20,24.46,ACTIVE
CARD_A_000029_01,A_000029,****-****-****-1488,CREDIT,QUOC_TE,2020-07-14,2024-07-13,2020-07-20,151431119.12621108,90151392.34741461,61279726.77879647,3063986.3389398237,2020-08-20,22.61,ACTIVE
CARD_A_000029_02,A_000029,****-****-****-7460,CREDIT,NOI_DIA,2024-03-22,2028-03-21,2024-04-04,151662587.04786083,68934472.55023414,82728114.49762669,4136405.7248813347,2024-04-20,21.66,ACTIVE
CARD_A_000029_03,A_000029,****-****-****-8937,DEBIT,QUOC_TE,2021-04-24,2026-04-23,2021-05-07,0.0,0.0,0.0,0.0,2021-05-20,21.63,ACTIVE
CARD_A_000029_04,A_000029,****-****-****-9571,CREDIT,NOI_DIA,2024-06-02,2028-06-01,2024-06-16,180920438.0578657,128837843.38012356,52082594.677742146,2604129.7338871076,2024-07-20,22.63,ACTIVE
CARD_A_000030_01,A_000030,****-****-****-5939,CREDIT,QUOC_TE,2024-05-18,2029-05-17,2024-05-20,113346152.05937561,54407477.347176045,58938674.71219957,2946933.7356099784,2024-06-20,22.56,ACTIVE
CARD_A_000030_02,A_000030,****-****-****-7813,CREDIT,NOI_DIA,2024-04-18,2029-04-17,2024-04-20,192176959.33569247,158755247.6485883,33421711.687104158,1671085.584355208,2024-05-20,23.07,ACTIVE
CARD_A_000030_03,A_000030,****-****-****-3932,CREDIT,QUOC_TE,2022-07-16,2025-07-15,2022-07-18,195380596.97235972,66469471.198664576,128911125.77369514,6445556.288684757,2022-08-20,20.73,ACTIVE
CARD_A_000030_04,A_000030,****-****-****-7720,CREDIT,NOI_DIA,2023-06-26,2027-06-25,2023-07-04,100424525.55070531,21282028.433839425,79142497.11686589,3957124.8558432944,2023-07-20,23.52,ACTIVE
CARD_A_000031_01,A_000031,****-****-****-8956,CREDIT,QUOC_TE,2022-07-18,2026-07-17,2022-07-23,110735538.26476997,92502936.73372579,18232601.53104418,911630.0765522091,2022-08-20,22.26,ACTIVE
CARD_A_000031_02,A_000031,****-****-****-5301,DEBIT,QUOC_TE,2024-02-09,2028-02-08,,0.0,0.0,0.0,0.0,2024-03-20,20.26,ACTIVE
CARD_A_000032_01,A_000032,****-****-****-2600,CREDIT,QUOC_TE,2023-03-06,2026-03-05,,166637104.28593248,102468172.74677402,64168931.539158456,3208446.576957923,2023-04-20,19.73,INACTIVE
CARD_A_000032_02,A_000032,****-****-****-4183,CREDIT,QUOC_TE,2020-08-19,2024-08-18,2020-08-24,182836464.18022773,118215034.34718663,64621429.83304111,3231071.4916520556,2020-09-20,23.95,ACTIVE
CARD_A_000033_01,A_000033,****-****-****-9941,DEBIT,QUOC_TE,2023-07-19,2026-07-18,2023-07-23,0.0,0.0,0.0,0.0,2023-08-20,22.28,ACTIVE
CARD_A_000033_02,A_000033,****-****-****-6713,DEBIT,QUOC_TE,2024-06-20,2029-06-19,2024-07-06,0.0,0.0,0.0,0.0,2024-07-20,22.78,ACTIVE
CARD_A_000034_01,A_000034,****-****-****-2177,CREDIT,NOI_DIA,2023-08-06,2027-08-05,2023-08-07,181240860.87915498,110609030.38143669,70631830.49771829,3531591.5248859148,2023-09-20,24.99,ACTIVE
CARD_A_000034_02,A_000034,****-****-****-5254,CREDIT,QUOC_TE,2020-06-10,2025-06-09,2020-06-12,187294673.351367,117725044.83420861,69569628.51715839,3478481.4258579197,2020-07-20,23.21,ACTIVE
CARD_A_000034_03,A_000034,****-****-****-7353,CREDIT,QUOC_TE,2022-09-24,2027-09-23,2022-09-30,131289886.42744692,67903438.60660008,63386447.82084685,3169322.3910423424,2022-10-20,19.0,INACTIVE
CARD_A_000034_04,A_000034,****-****-****-7844,DEBIT,NOI_DIA,2023-07-17,2027-07-16,2023-07-24,0.0,0.0,0.0,0.0,2023-08-20,22.42,ACTIVE
CARD_A_000035_01,A_000035,****-****-****-1407,CREDIT,NOI_DIA,2023-06-11,2026-06-10,2023-06-12,166196242.1626737,113677414.62588446,52518827.53678925,2625941.3768394627,2023-07-20,22.0,ACTIVE
CARD_A_000035_02,A_000035,****-****-****-8538,CREDIT,QUOC_TE,2024-10-30,2027-10-30,2024-11-04,179537013.55747992,160202274.54272205,19334739.01475787,966736.9507378936,2024-11-20,23.29,ACTIVE
CARD_A_000035_03,A_000035,****-****-****-9224,CREDIT,QUOC_TE,2021-01-12,2026-01-11,2021-01-13,111197705.20523173,61331301.75915661,49866403.44607512,2493320.1723037562,2021-02-20,22.57,ACTIVE
CARD_A_000035_04,A_000035,****-****-****-6449,CREDIT,NOI_DIA,2022-06-26,2025-06-25,2022-07-01,196732727.6593713,110334151.87849018,86398575.7808811,4319928.789044055,2022-07-20,20.52,ACTIVE
CARD_A_000036_01,A_000036,****-****-****-1718,CREDIT,QUOC_TE,2022-12-14,2027-12-13,2022-12-16,128121897.83495304,63024587.86194652,65097309.97300652,3254865.498650326,2023-01-20,18.94,ACTIVE
CARD_A_000036_02,A_000036,****-****-****-5594,DEBIT,NOI_DIA,2023-09-08,2026-09-07,2023-09-13,0.0,0.0,0.0,0.0,2023-10-20,19.1,BLOCKED
CARD_A_000036_03,A_000036,****-****-****-8082,CREDIT,QUOC_TE,2020-08-05,2023-08-05,2020-08-08,128804439.05230331,86785366.79009849,42019072.262204826,2100953.6131102415,2020-09-20,19.21,LOST
CARD_A_000037_01,A_000037,****-****-****-1679,CREDIT,QUOC_TE,2024-08-18,2027-08-18,2024-08-20,157632136.3147417,100110224.23072875,57521912.08401296,2876095.604200648,2024-09-20,19.49,ACTIVE
CARD_A_000037_02,A_000037,****-****-****-8626,CREDIT,NOI_DIA,2021-07-12,2024-07-11,2021-07-23,199572290.98866183,157108664.1225961,42463626.86606572,2123181.343303286,2021-08-20,20.49,ACTIVE
CARD_A_000038_01,A_000038,****-****-****-6817,DEBIT,QUOC_TE,2024-02-19,2027-02-18,2024-03-20,0.0,0.0,0.0,0.0,2024-03-20,22.11,ACTIVE
CARD_A_000038_02,A_000038,****-****-****-1969,CREDIT,QUOC_TE,2024-12-16,2029-12-15,2024-12-23,191463356.48595098,75176151.7713422,116287204.71460877,5814360.235730439,2025-01-20,20.9,ACTIVE
CARD_A_000038_03,A_000038,****-****-****-8170,CREDIT,QUOC_TE,2021-04-12,2024-04-11,2021-04-14,166819085.9667816,148555612.60697067,18263473.359810904,913173.6679905453,2021-05-20,18.86,ACTIVE
CARD_A_000039_01,A_000039,****-****-****-4466,CREDIT,QUOC_TE,2024-02-03,2029-02-01,2024-02-09,146566428.6740639,107998516.14680475,38567912.52725915,1928395.6263629575,2024-03-20,21.13,ACTIVE
CARD_A_000039_02,A_000039,****-****-****-1209,CREDIT,QUOC_TE,2020-08-15,2023-08-15,2020-09-11,147334334.28968707,37622515.940938905,109711818.34874816,5485590.917437408,2020-09-20,20.65,ACTIVE
CARD_A_000039_03,A_000039,****-****-****-7106,CREDIT,QUOC_TE,2022-06-28,2025-06-27,2022-07-01,135098000.53351825,34059496.58360411,101038503.94991414,5051925.197495707,2022-07-20,23.66,ACTIVE
CARD_A_000039_04,A_000039,****-****-****-7548,CREDIT,QUOC_TE,2023-10-08,2027-10-07,2023-10-13,167859384.05142644,86622945.70347717,81236438.34794927,4061821.9173974637,2023-11-20,20.35,ACTIVE
CARD_A_000040_01,A_000040,****-****-****-4328,CREDIT,QUOC_TE,2023-09-29,2026-09-28,2023-10-02,162563935.65907407,139013173.98529705,23550761.67377702,1177538.0836888512,2023-10-20,19.65,ACTIVE
CARD_A_000040_02,A_000040,****-****-****-6139,CREDIT,NOI_DIA,2020-08-05,2024-08-04,2020-08-07,123628130.78571957,80065183.59248963,43562947.19322994,2178147.359661497,2020-09-20,22.17,ACTIVE
CARD_A_000041_01,A_000041,****-****-****-7913,CREDIT,QUOC_TE,2024-12-28,2027-12-28,2025-01-03,130147202.79654829,51848005.655753985,78299197.1407943,3914959.8570397156,2025-01-20,23.28,ACTIVE
CARD_A_000041_02,A_000041,****-****-****-7777,DEBIT,QUOC_TE,2022-07-17,2026-07-16,,0.0,0.0,0.0,0.0,2022-08-20,22.63,ACTIVE
CARD_A_000041_03,A_000041,****-****-****-9586,CREDIT,NOI_DIA,2024-02-27,2027-02-26,2024-03-05,170231336.10270372,137973305.78428733,32258030.318416383,1612901.5159208192,2024-03-20,23.77,ACTIVE
CARD_A_000042_01,A_000042,****-****-****-8440,CREDIT,QUOC_TE,2021-08-12,2026-08-11,2021-08-18,151812135.9740222,64511193.474304155,87300942.49971806,4365047.124985903,2021-09-20,21.16,ACTIVE
