customer_code,full_name,gender,dob,city,marital_status,nationality,occupation,income_range,income_currency,source_of_income,status,customer_segment
X_000018,Ngô Văn Long,Nam,1979-10-10 23:42:06.205024,Khánh Hòa,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000019,Lưu Văn Sơn,Nam,1999-10-05 23:42:06.205024,Quảng Nam,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000020,Vũ Thị Hoa,Nữ,1974-10-11 23:42:06.205024,Cà Mau,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000021,Lê Hoàng Nam,Nam,1983-10-09 23:42:06.205024,Hải Dương,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000022,Lê Văn Cường,Nam,1975-10-11 23:42:06.205024,An Giang,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Closed,X
X_000023,Nguyễn Thị Mai,Nữ,1973-10-11 23:42:06.205024,Bình Thuận,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Active,X
X_000024,Võ Thị Phúc,Nữ,1991-10-07 23:42:06.205024,Phú Thọ,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Đầu tư,Active,X
X_000025,Lê Hoàng Nam,Nam,1982-10-09 23:42:06.205024,Phú Yên,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
X_000026,Đinh Thị Quang,Nữ,1996-10-05 23:42:06.205024,Bà Rịa - Vũng Tàu,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
X_000027,Ngô Văn Long,Nam,1995-10-06 23:42:06.205024,Bạc Liêu,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000028,Lê Thị Hương,Nữ,1976-10-10 23:42:06.205024,Cao Bằng,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
X_000029,Lưu Thị Sơn,Nữ,1986-10-08 23:42:06.206023,Hà Nam,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000030,Dương Văn Minh,Nam,1973-10-11 23:42:06.206023,Bình Phước,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000031,Hoàng Thị Em,Nữ,1998-10-05 23:42:06.206023,Vĩnh Phúc,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Inactive,X
X_000032,Đặng Quốc Bảo,Nam,1999-10-05 23:42:06.206023,Hải Phòng,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Closed,X
X_000033,Lê Thị Cường,Nữ,1981-10-09 23:42:06.206023,Đắk Nông,Độc thân,Nước ngoài,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000034,Nguyễn Minh Tuấn,Nam,1982-10-09 23:42:06.206023,Long An,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
X_000035,Trần Thị Lan,Nữ,1993-10-06 23:42:06.206023,Nam Định,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000036,Lê Thị Hương,Nữ,1996-10-05 23:42:06.206023,Hưng Yên,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000037,Lý Thị Nam,Nữ,1978-10-10 23:42:06.206023,Gia Lai,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
X_000038,Ngô Văn Long,Nam,1996-10-05 23:42:06.206023,Thanh Hóa,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Active,X
X_000039,Dương Thị Minh,Nữ,1981-10-09 23:42:06.206023,Gia Lai,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000040,Hồ Thị Trang,Nữ,1974-10-11 23:42:06.206023,Ninh Thuận,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Closed,X
X_000041,Phan Thị Oanh,Nữ,1983-10-09 23:42:06.206023,Bình Dương,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000042,Hồ Thị Khoa,Nữ,1994-10-06 23:42:06.206023,Bình Định,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Active,X
X_000043,Phạm Văn Dũng,Nam,1976-10-10 23:42:06.206023,Quảng Ninh,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000044,Đặng Quốc Bảo,Nam,1970-10-12 23:42:06.206023,Hải Dương,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Closed,X
X_000045,Phan Thị Oanh,Nữ,1985-10-08 23:42:06.206023,Ninh Bình,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Active,X
X_000046,Lưu Văn Sơn,Nam,1974-10-11 23:42:06.206023,Lạng Sơn,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000047,Chu Thị Tài,Nữ,1970-10-12 23:42:06.206023,Đắk Lắk,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Active,X
X_000048,Tôn Văn Rồng,Nam,1984-10-08 23:42:06.206023,Khánh Hòa,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000049,Vũ Văn Phong,Nam,1989-10-07 23:42:06.206023,Lào Cai,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Active,X
X_000050,Lý Thị Nam,Nữ,1998-10-05 23:42:06.206023,Hòa Bình,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Inactive,X
X_000051,Lương Thị Uy,Nữ,1989-10-07 23:42:06.207022,Quảng Bình,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000052,Phan Thị Oanh,Nữ,1996-10-05 23:42:06.207022,Bình Thuận,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000053,Vũ Thị Phong,Nữ,1992-10-06 23:42:06.207022,Thừa Thiên Huế,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Active,X
X_000054,Lưu Văn Sơn,Nam,1992-10-06 23:42:06.207022,Cần Thơ,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
X_000055,Lưu Văn Sơn,Nam,1975-10-11 23:42:06.207022,Đồng Nai,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,USD,Lương,Inactive,X
X_000056,Phạm Văn Dũng,Nam,1972-10-11 23:42:06.207022,Lai Châu,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000057,Trần Thị Bình,Nữ,1975-10-11 23:42:06.207022,Bình Định,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,USD,Kinh doanh,Active,X
X_000058,Lê Văn Cường,Nam,1976-10-10 23:42:06.207022,Hòa Bình,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Đầu tư,Active,X
X_000059,Nguyễn Thị An,Nữ,1971-10-12 23:42:06.207022,Thái Nguyên,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000060,Hoàng Thị Em,Nữ,1974-10-11 23:42:06.207022,Hải Dương,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000061,Phạm Quang Huy,Nam,1976-10-10 23:42:06.207022,Quảng Ngãi,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000062,Nguyễn Minh Tuấn,Nam,1993-10-06 23:42:06.207022,Phú Thọ,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000063,Đặng Quốc Bảo,Nam,1984-10-08 23:42:06.207022,Quảng Trị,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000064,Đỗ Thị Hùng,Nữ,1997-10-05 23:42:06.207022,TP. Hồ Chí Minh,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000065,Hoàng Văn Em,Nam,1975-10-11 23:42:06.207022,Long An,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
X_000066,Hoàng Thị Em,Nữ,1986-10-08 23:42:06.208021,Yên Bái,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000067,Phạm Quang Huy,Nam,1993-10-06 23:42:06.208021,Quảng Trị,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Active,X
X_000068,Trần Thị Lan,Nữ,1988-10-07 23:42:06.208021,Bắc Ninh,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Inactive,X
X_000069,Lưu Thị Sơn,Nữ,1974-10-11 23:42:06.208021,Hà Nam,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000070,Dương Văn Minh,Nam,1990-10-07 23:42:06.208021,Sóc Trăng,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000071,Vũ Văn Phong,Nam,1994-10-06 23:42:06.208021,Hà Tĩnh,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000072,Đặng Thị Thu,Nữ,1995-10-06 23:42:06.208021,Trà Vinh,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000073,Phạm Quang Huy,Nam,1976-10-10 23:42:06.208021,Đồng Nai,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
X_000074,Phạm Thị Dũng,Nữ,1990-10-07 23:42:06.209032,Quảng Ninh,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
X_000075,Võ Thị Phúc,Nữ,1977-10-10 23:42:06.209032,Lào Cai,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Inactive,X
X_000076,Lê Văn Cường,Nam,1997-10-05 23:42:06.209032,Bình Thuận,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Active,X
X_000077,Đỗ Văn Hùng,Nam,1970-10-12 23:42:06.209032,Lâm Đồng,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000078,Đinh Văn Quang,Nam,1970-10-12 23:42:06.209032,Sóc Trăng,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Đầu tư,Active,X
X_000079,Đinh Thị Quang,Nữ,1976-10-10 23:42:06.209032,Nghệ An,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Inactive,X
X_000080,Bùi Thị Hải,Nữ,1982-10-09 23:42:06.209032,Bình Phước,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Inactive,X
X_000081,Phạm Thị Dũng,Nữ,1992-10-06 23:42:06.209032,Ninh Bình,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000082,Phạm Quang Huy,Nam,1980-10-09 23:42:06.209032,Hà Tĩnh,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Active,X
X_000083,Nguyễn Văn An,Nam,1988-10-07 23:42:06.209032,Cao Bằng,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Đầu tư,Active,X
X_000084,Đặng Thị Giang,Nữ,1987-10-08 23:42:06.209032,Lào Cai,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,USD,Đầu tư,Active,X
X_000085,Nguyễn Văn An,Nam,1984-10-08 23:42:06.209032,Hưng Yên,Độc thân,Nước ngoài,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000086,Đặng Văn Giang,Nam,1972-10-11 23:42:06.209032,Ninh Bình,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000087,Bùi Thị Ngọc,Nữ,1986-10-08 23:42:06.209032,Tiền Giang,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000088,Dương Thị Minh,Nữ,1989-10-07 23:42:06.210469,Hà Tĩnh,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000089,Trần Thị Bình,Nữ,1982-10-09 23:42:06.210469,Lào Cai,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Đầu tư,Active,X
X_000090,Hồ Thị Trang,Nữ,1998-10-05 23:42:06.210469,Quảng Ninh,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000091,Dương Văn Minh,Nam,1984-10-08 23:42:06.210469,Tiền Giang,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000092,Trần Thị Bình,Nữ,1980-10-09 23:42:06.210469,Sóc Trăng,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000093,Vũ Thị Phong,Nữ,1970-10-12 23:42:06.210469,Phú Yên,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Inactive,X
X_000094,Đặng Quốc Bảo,Nam,1989-10-07 23:42:06.210469,Quảng Trị,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Inactive,X
X_000095,Bùi Văn Hải,Nam,1982-10-09 23:42:06.210469,Nghệ An,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Active,X
X_000096,Nguyễn Minh Tuấn,Nam,1973-10-11 23:42:06.210469,Quảng Bình,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Active,X
X_000097,Phan Thị Oanh,Nữ,1993-10-06 23:42:06.211467,Ninh Thuận,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,USD,Đầu tư,Active,X
X_000098,Ngô Thị Long,Nữ,1990-10-07 23:42:06.211467,Hải Phòng,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000099,Tôn Thị Rồng,Nữ,1972-10-11 23:42:06.211467,Quảng Trị,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Đầu tư,Active,X
X_000100,Hồ Văn Tài,Nam,1973-10-11 23:42:06.211467,Hà Giang,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000101,Đặng Thị Giang,Nữ,1977-10-10 23:42:06.211467,Hậu Giang,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000102,Lý Văn Nam,Nam,1997-10-05 23:42:06.211467,Đắk Nông,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000103,Nguyễn Thị Mai,Nữ,1984-10-08 23:42:06.211467,Hậu Giang,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000104,Lý Thị Nam,Nữ,1977-10-10 23:42:06.211467,Đắk Lắk,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,USD,Lương,Active,X
X_000105,Hoàng Thị Linh,Nữ,1992-10-06 23:42:06.211467,Ninh Thuận,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000106,Tôn Thị Rồng,Nữ,1972-10-11 23:42:06.211467,Sơn La,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Active,X
X_000107,Hồ Thị Khoa,Nữ,1974-10-11 23:42:06.211467,Hậu Giang,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Closed,X
X_000108,Hoàng Thị Em,Nữ,1986-10-08 23:42:06.211467,Bà Rịa - Vũng Tàu,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Đầu tư,Active,X
X_000109,Dương Thị Minh,Nữ,1986-10-08 23:42:06.211467,Hà Tĩnh,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Đầu tư,Active,X
X_000110,Hoàng Thị Em,Nữ,1977-10-10 23:42:06.211467,Đồng Nai,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000111,Lê Văn Cường,Nam,1992-10-06 23:42:06.211467,Bắc Ninh,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000112,Vũ Thị Hoa,Nữ,1976-10-10 23:42:06.211467,Nghệ An,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000113,Hồ Văn Khoa,Nam,1991-10-07 23:42:06.211467,Quảng Bình,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Inactive,X
X_000114,Hoàng Thị Em,Nữ,1983-10-09 23:42:06.211467,Đắk Nông,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000115,Phan Thị Oanh,Nữ,1974-10-11 23:42:06.211467,An Giang,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000116,Lưu Thị Sơn,Nữ,1998-10-05 23:42:06.211467,Cao Bằng,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Đầu tư,Active,X
X_000117,Trần Đức Thành,Nam,2000-10-04 23:42:06.211467,Kon Tum,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Closed,X
X_000118,Bùi Văn Hải,Nam,1983-10-09 23:42:06.211467,Hậu Giang,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000119,Lưu Thị Sơn,Nữ,1975-10-11 23:42:06.211467,Tuyên Quang,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Inactive,X
X_000120,Bùi Thị Hải,Nữ,1981-10-09 23:42:06.211467,Ninh Bình,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000121,Phan Văn Oanh,Nam,1975-10-11 23:42:06.211467,Phú Thọ,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Inactive,X
X_000122,Hồ Thị Khoa,Nữ,1971-10-12 23:42:06.212909,Thái Bình,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000123,Phạm Văn Dũng,Nam,1983-10-09 23:42:06.212909,Bắc Kạn,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Đầu tư,Active,X
X_000124,Hồ Thị Trang,Nữ,1986-10-08 23:42:06.212909,Hưng Yên,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Inactive,X
X_000125,Phạm Văn Dũng,Nam,1971-10-12 23:42:06.212909,Cà Mau,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000126,Lê Hoàng Nam,Nam,1976-10-10 23:42:06.212909,Đắk Nông,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000127,Đặng Văn Giang,Nam,1994-10-06 23:42:06.212909,Hải Dương,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Inactive,X
X_000128,Võ Thị Phúc,Nữ,1998-10-05 23:42:06.212909,Quảng Trị,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Closed,X
X_000129,Lê Thị Cường,Nữ,1988-10-07 23:42:06.212909,Cao Bằng,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000130,Chu Thị Tài,Nữ,1983-10-09 23:42:06.212909,Cà Mau,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Active,X
X_000131,Đặng Thị Giang,Nữ,1988-10-07 23:42:06.212909,Lạng Sơn,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
X_000132,Nguyễn Thị Mai,Nữ,1989-10-07 23:42:06.212909,Bà Rịa - Vũng Tàu,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
X_000133,Võ Thị Phúc,Nữ,1981-10-09 23:42:06.212909,Bến Tre,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000134,Nguyễn Minh Tuấn,Nam,1971-10-12 23:42:06.212909,Bắc Kạn,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000135,Đặng Văn Giang,Nam,1995-10-06 23:42:06.212909,Nghệ An,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000136,Võ Thị Phúc,Nữ,1980-10-09 23:42:06.212909,Thừa Thiên Huế,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Inactive,X
X_000137,Ngô Thị Long,Nữ,1987-10-08 23:42:06.212909,Nam Định,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000138,Đặng Văn Giang,Nam,1977-10-10 23:42:06.212909,Yên Bái,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000139,Hồ Thị Khoa,Nữ,1991-10-07 23:42:06.212909,Sóc Trăng,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
X_000140,Lê Hoàng Nam,Nam,1975-10-11 23:42:06.212909,Vĩnh Long,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000141,Ngô Thị Long,Nữ,1993-10-06 23:42:06.212909,Lai Châu,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000142,Chu Văn Tài,Nam,1977-10-10 23:42:06.212909,Điện Biên,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000143,Trần Thị Bình,Nữ,1972-10-11 23:42:06.212909,Bắc Ninh,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000144,Đặng Quốc Bảo,Nam,1981-10-09 23:42:06.212909,Sơn La,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000145,Vũ Minh Tâm,Nam,1990-10-07 23:42:06.212909,Sơn La,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,USD,Kinh doanh,Closed,X
X_000146,Lương Văn Uy,Nam,1973-10-11 23:42:06.213987,Bến Tre,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Inactive,X
X_000147,Dương Văn Minh,Nam,1971-10-12 23:42:06.213987,Quảng Ninh,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000148,Chu Văn Tài,Nam,1986-10-08 23:42:06.213987,Ninh Bình,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000149,Tôn Văn Rồng,Nam,1981-10-09 23:42:06.213987,Điện Biên,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Active,X
